Index,A-191107-11cm-1,A-191107-11cm-2,A-191107-1cm-1,A-191107-1cm-2,A-191107-6cm-1,A-191107-6cm-2,A-191107-LW-1,A-191107-LW-2,A-191107-scum-1,A-191107-scum-2,A-191220-11cm-1,A-191220-11cm-2,A-191220-1cm-1,A-191220-1cm-2,A-191220-6cm-1,A-191220-6cm-2,A-191220-LW-1,A-191220-LW-2,A-200225-10cm-1,A-200225-10cm-2,A-200225-15cm-1,A-200225-15cm-2,A-200225-1cm-1,A-200225-1cm-2,A-200225-5cm-1,A-200225-5cm-2,A-200225-LW-1,A-200404-11cm-1,A-200404-11cm-2,A-200404-1cm-1,A-200404-1cm-2,A-200404-6cm-1,A-200404-6cm-2,A-200404-LW-1,A-200404-LW-2,A-200506-LW-1,A-200506-LW-2,A-200701-LW-1,A-200701-LW-2,A-200731-11cm-1,A-200731-11cm-2,A-200731-15cm-1,A-200731-15cm-2,A-200731-16cm-1,A-200731-16cm-2,A-200731-20cm-1,A-200731-20cm-2,A-200731-6cm-1,A-200731-6cm-2,A-200731-LW-1,A-200731-LW-2,A-200731-WaterSurfaceMat-1,A-200731-WaterSurfaceMat-2,A-200912-LW-1,A-200912-LW-2,A-201008-10cm-1,A-201008-10cm-2,A-201008-1cm-1,A-201008-1cm-2,A-201008-6cm-1,A-201008-6cm-2,A-201008-LW-1,A-201008-LW-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;__;__,0,0,0,0,0,0,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,19,0,0,0,0,0,0,483,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,20,0,0,3450,2752,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantales;g__Aminicenantales;__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;__;__;__,15,7,29,44,94,131,0,0,47,61,92,85,192,96,57,74,0,0,198,203,29,106,46,65,111,206,0,76,107,258,169,0,58,0,0,0,0,0,0,29,91,37,180,33,0,23,63,62,196,0,0,65,82,0,2,24,92,121,226,322,86,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__uncultured_organism,0,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Woesearchaeales;g__Woesearchaeales;s__uncultured_bacterium,0,0,0,0,0,0,0,0,0,0,12,0,0,17,0,0,0,0,0,0,0,0,19,0,5,12,0,26,0,937,147,0,0,0,19,0,0,0,0,0,0,9,7,3,0,0,0,14,44,0,0,0,0,0,0,22,7,105,149,139,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__AKAU3564_sediment_group;g__AKAU3564_sediment_group;s__uncultured_organism,9,4,0,0,4,12,0,0,0,2,0,0,7,10,0,0,0,0,18,36,10,7,0,9,31,43,0,0,13,12,13,0,0,0,0,0,0,0,0,34,17,6,35,10,23,0,0,9,16,0,0,0,0,0,0,14,12,15,10,22,87,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__SBR1031;g__SBR1031;s__bacterium_YC-ZSS-LKJ145,108,43,31,81,474,701,0,0,0,0,109,75,38,57,408,586,0,0,746,2189,328,507,21,54,1342,1082,0,84,617,25,0,0,119,0,0,0,0,0,0,504,1877,1186,23,342,276,26,38,1579,36,9,0,0,0,0,0,19,8,19,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__E6aC02;g__E6aC02;s__uncultured_organism,0,0,69,45,15,3,0,0,0,0,0,15,203,147,9,0,0,0,0,48,0,0,56,44,0,3,0,0,11,252,166,50,0,0,0,0,0,0,0,8,38,48,328,0,5,55,162,0,469,5,3,13,0,0,0,165,98,596,269,213,89,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Lokiarchaeia;f__Lokiarchaeia;g__Lokiarchaeia;s__uncultured_crenarchaeote,30,53,0,0,120,186,0,0,0,2,129,84,0,12,125,121,0,0,340,471,532,319,17,7,206,367,0,603,994,857,297,204,407,0,0,0,0,0,0,185,249,901,38,175,668,557,2038,599,42,20,0,0,0,0,0,1980,242,38,260,952,306,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__Desulfovermiculus;s__uncultured_organism,155,0,108,161,194,237,0,0,0,0,182,172,364,242,298,277,0,0,416,583,88,433,62,122,505,296,0,11,125,136,54,47,112,0,0,0,0,0,0,119,270,119,208,99,86,0,18,81,177,0,0,36,32,0,0,84,52,163,54,77,94,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__Wenzhouxiangella;__,0,0,94,69,37,0,0,0,69,55,0,0,55,66,0,0,0,0,0,0,0,0,30,20,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,24,49,0,0,0,0,0,48,0,0,88,80,0,0,0,0,33,36,8,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfotignum;s__uncultured_bacterium,0,13,110,79,73,137,0,3,143,138,57,81,172,112,174,187,0,0,355,345,18,74,61,104,1114,567,0,44,163,58,30,0,24,0,0,0,0,0,0,119,182,153,97,56,47,0,22,146,204,5,0,315,326,0,0,6,0,37,41,0,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__uncultured_Spirochaetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Tangfeifania;s__uncultured_bacterium,6,14,19,0,47,23,0,0,0,0,38,51,53,56,36,39,0,0,116,146,13,58,22,37,101,85,0,27,0,31,13,0,0,0,0,0,0,0,0,16,44,24,101,25,23,0,16,35,41,0,0,0,0,0,0,18,23,98,63,18,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Bradymonadales;f__Bradymonadaceae;g__Bradymonadaceae;s__uncultured_bacterium,0,0,31,2,0,0,0,0,0,0,0,0,24,10,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,44,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;__;__,0,0,518,354,114,17,0,0,66,0,22,0,319,350,15,7,0,0,21,17,0,16,174,287,24,49,0,8,106,56,57,0,67,0,0,0,0,0,0,12,0,12,410,0,12,0,69,22,297,5,0,75,192,0,0,0,51,144,66,117,135,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Oligosphaerales;f__Lenti-02;g__Lenti-02;s__bacterium_YC-ZSS-LKJ158,0,0,0,0,5,0,0,0,0,0,19,0,0,0,11,16,0,0,14,66,8,16,0,4,38,22,0,34,21,0,0,0,0,0,0,0,0,0,0,25,17,22,0,10,20,3,0,16,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Zixibacteria;c__Zixibacteria;o__Zixibacteria;f__Zixibacteria;g__Zixibacteria;s__uncultured_bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__MSB-5B2;f__MSB-5B2;g__MSB-5B2;s__uncultured_bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Thioalkalivibrio;s__Thioalkalivibrio_sp.,0,0,169,107,40,0,0,0,0,0,0,0,168,156,0,0,0,0,0,0,0,0,31,32,0,7,0,7,15,31,28,7,0,0,0,0,0,0,0,0,0,0,68,0,7,0,0,12,76,0,0,12,7,0,0,0,0,109,65,49,61,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Zixibacteria;c__Zixibacteria;o__Zixibacteria;f__Zixibacteria;g__Zixibacteria;s__uncultured_Caldithrix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__uncultured;s__uncultured_Desulfobacteraceae,0,0,7,0,0,0,0,0,0,0,5,0,53,29,0,13,0,0,20,13,0,0,0,13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__uncultured;s__uncultured_organism,0,7,213,150,58,0,0,0,0,15,12,0,98,52,14,13,4,0,7,8,0,3,23,15,4,0,0,0,13,17,17,11,8,0,0,0,0,0,0,0,13,8,126,0,6,0,12,6,100,14,0,36,44,0,0,19,16,145,56,0,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__uncultured;s__uncultured_organism,10,0,123,109,0,29,0,0,0,0,19,38,328,203,49,55,0,0,63,86,0,47,91,85,112,43,0,29,7,58,66,11,53,0,0,0,0,0,0,27,59,0,176,19,22,0,49,15,159,0,0,17,0,0,0,39,0,136,60,105,97,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosalsimonas;__,104,0,85,76,74,32,0,0,0,0,262,162,142,77,96,119,0,0,556,909,122,559,47,55,154,107,0,0,21,28,0,0,78,0,0,0,0,0,0,160,173,73,64,136,56,0,120,0,74,0,0,0,0,0,0,0,34,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantales;g__Aminicenantales;s__uncultured_bacterium,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,19,25,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_MBIC10613;s__Synechococcus_sp.,2,0,107,117,60,0,0,0,827,888,9,0,69,95,0,0,0,0,0,0,0,9,9,13,0,17,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,65,0,0,0,12,0,61,0,0,1103,1590,0,0,8,14,20,10,24,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Halanaerobiaeota;c__Halanaerobiia;o__Halanaerobiales;f__Halanaerobiaceae;g__Halanaerobium;s__uncultured_organism,14,0,0,0,0,0,0,0,0,0,0,8,5,0,4,7,0,0,8,51,0,18,27,19,0,13,0,0,0,24,72,0,0,0,0,0,0,0,0,20,36,22,252,0,8,26,124,16,255,0,0,0,0,0,0,114,59,554,460,302,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__Wenzhouxiangella;s__uncultured_bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,58,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Salinarimonas;s__uncultured_bacterium,0,0,38,55,29,14,0,0,59,24,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,92,108,0,0,0,38,23,13,0,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;__,0,0,0,17,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,20,18,0,0,0,0,0,0,0,24,18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia_PCC-9350;s__Nodularia_spumigena,0,0,18,19,3,0,21,18,134,108,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,25,0,38,2061,2398,0,0,0,0,37,0,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Phaeodactylibacter;s__uncultured_organism,0,0,31,35,17,0,0,0,0,0,0,0,30,17,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,3,8,4,0,0,0,0,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Firmicutes;c__Clostridia;o__MAT-CR-H4-C10;f__MAT-CR-H4-C10;g__MAT-CR-H4-C10;s__uncultured_bacterium,0,0,3,0,0,0,0,0,0,0,0,12,7,8,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,32,9,0,11,0,0,0,0,0,0,0,0,0,26,0,0,5,34,0,37,0,0,0,0,0,0,9,47,21,26,48,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__ML635J-40_aquatic_group;g__ML635J-40_aquatic_group;s__uncultured_bacterium,0,0,221,202,43,28,0,0,229,220,0,0,642,348,0,7,0,0,0,0,0,0,86,109,7,161,0,0,40,132,51,0,96,0,0,0,0,0,0,0,0,3,173,0,0,0,31,37,152,41,0,480,495,0,0,23,38,81,88,31,55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Sva0485;c__Sva0485;o__Sva0485;f__Sva0485;g__Sva0485;s__uncultured_delta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__Desulfovermiculus;s__Desulfohalobium_utahense,18,20,34,20,86,144,0,0,0,0,78,117,106,58,141,136,0,0,476,692,87,347,25,50,147,80,0,0,90,0,0,0,0,0,0,0,0,0,0,132,275,112,44,169,70,0,30,67,40,0,0,0,0,0,0,0,17,62,0,9,40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__Desulfatiglandaceae;g__Desulfatiglans;__,35,0,0,0,88,144,0,0,36,35,24,77,0,0,79,104,0,0,162,290,43,184,0,0,169,51,0,0,44,0,0,0,0,0,0,0,0,0,0,75,181,106,0,74,56,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__uncultured;__,67,62,168,188,217,202,0,0,34,31,106,223,426,277,166,183,0,0,271,326,101,153,110,189,351,436,0,0,22,1164,665,0,246,0,0,0,0,0,0,77,150,164,330,44,45,36,95,147,355,0,0,94,84,0,0,210,153,488,557,975,254,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Roseimarinus;s__uncultured_organism,0,0,6,0,0,0,0,0,0,0,0,5,49,17,0,0,0,0,0,11,0,0,13,9,0,0,0,0,26,74,91,0,0,0,0,0,0,0,0,0,0,16,58,0,0,0,25,5,74,0,0,0,0,0,0,19,24,212,148,38,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Thioalkalivibrio;__,0,0,427,404,121,56,0,0,1315,1086,35,11,303,245,58,54,0,0,113,158,20,100,39,54,30,69,0,0,67,57,68,124,17,0,0,0,0,0,0,9,28,0,109,9,0,11,26,29,134,0,0,473,513,0,0,28,55,110,81,71,167,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmataceae;g__Izemoplasmataceae;s__uncultured_organism,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,33,25,19,11,17,3,24,0,0,25,0,216,54,0,40,0,0,0,0,0,0,0,11,0,13,0,0,37,77,0,184,0,0,0,0,0,0,72,61,229,168,154,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Anaerophaga;s__uncultured_bacterium,0,0,10,0,0,0,0,0,0,0,0,9,118,44,0,0,0,0,0,0,0,0,37,47,0,0,0,0,0,88,81,9,7,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,66,0,0,0,0,0,0,23,0,40,111,29,48,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Desulfobacterota;c__uncultured;o__uncultured;f__uncultured;g__uncultured;s__uncultured_delta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__uncultured;f__uncultured;g__uncultured;s__uncultured_Nitrospirae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Thioalkalivibrio;s__uncultured_gamma,0,0,280,248,56,0,0,0,1317,1449,0,0,156,178,0,0,0,0,0,0,0,0,63,44,0,19,0,0,13,19,0,0,0,0,0,0,0,0,0,0,0,0,41,0,16,0,0,0,59,18,0,149,238,0,0,0,0,61,17,22,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfopila;s__uncultured_bacterium,15,0,72,39,14,0,0,0,27,17,0,0,75,32,0,0,0,0,0,0,0,0,20,11,0,0,0,0,0,14,19,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,18,0,0,42,45,0,0,0,0,16,38,23,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacterales;f__Haloferacaceae;g__Haloterrigena;s__uncultured_archaeon,24,0,109,150,95,0,0,0,0,0,29,0,122,124,0,0,0,0,124,79,0,64,0,56,0,60,0,0,63,102,0,0,0,0,0,0,0,0,0,0,70,43,99,0,0,0,12,0,199,0,0,40,51,0,0,0,0,36,88,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__Lentimonas;__,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,93,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__Aliifodinibius;__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,12,18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__WDS1C4;s__Rhodobacteraceae_bacterium,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__GIF3;f__GIF3;g__GIF3;__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Marine_Benthic_Group_D_and_DHVEG-1;f__Marine_Benthic_Group_D_and_DHVEG-1;g__Marine_Benthic_Group_D_and_DHVEG-1;s__uncultured_Thermoplasmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;s__uncultured_microorganism,31,13,126,75,74,49,0,0,51,0,22,0,196,128,48,16,0,0,32,40,0,19,59,86,12,176,0,0,146,11,27,96,45,0,0,0,0,0,0,0,28,41,123,27,0,0,0,85,112,0,0,31,30,0,0,0,11,81,19,47,71,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__uncultured;__,0,0,0,0,0,0,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,0,15,36,10,0,0,0,0,136,39,0,39,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,25,0,0,0,0,0,0,0,59,24,37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__Chloroplast;g__Chloroplast;s__Tetraselmis_sp.,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,21,0,0,11,3323,30,36,0,0,0,0,0,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
